1588291200.0,8620.00000000,8696.80000000,8613.56000000,8681.07000000,1189.99962600,1588292099999,10301095.68302711,10466,634.62590400,5492571.35537565,0
1588292100.0,8681.10000000,8714.34000000,8637.93000000,8708.79000000,806.43663200,1588292999999,6998923.07820192,9493,404.74101800,3513452.63960879,0
1588293000.0,8707.44000000,8739.01000000,8693.25000000,8732.90000000,759.72245300,1588293899999,6620725.44949742,7804,354.00954800,3085615.33623786,0
1588293900.0,8732.90000000,8732.90000000,8688.42000000,8707.51000000,703.52995400,1588294799999,6127590.42058889,7341,363.39761300,3165702.71632170,0
1588294800.0,8707.50000000,8735.85000000,8707.50000000,8722.07000000,447.88092400,1588295699999,3905868.70031418,5234,207.20277000,1807205.21582810,0
1588295700.0,8722.05000000,8762.04000000,8700.01000000,8714.72000000,760.92994200,1588296599999,6648776.16480439,8229,345.96990500,3023611.46591967,0
1588296600.0,8714.80000000,8720.56000000,8663.34000000,8676.94000000,671.96071700,1588297499999,5842918.44088927,7913,255.14651200,2218940.51093240,0
1588297500.0,8677.18000000,8702.14000000,8657.85000000,8662.61000000,390.83303100,1588298399999,3392113.63366573,5366,187.28172800,1625757.07897737,0
1588298400.0,8663.07000000,8704.00000000,8644.32000000,8687.85000000,527.62140200,1588299299999,4579877.85603540,6067,270.45164900,2348427.82336653,0
1588299300.0,8687.85000000,8717.40000000,8687.69000000,8716.71000000,437.71279400,1588300199999,3808993.38533809,4412,190.56281000,1658093.22329990,0
1588300200.0,8716.71000000,8730.00000000,8700.10000000,8701.37000000,540.49310500,1588301099999,4713246.77166730,5329,195.86140700,1707816.05187885,0
1588301100.0,8701.41000000,8730.00000000,8695.01000000,8726.36000000,321.84171900,1588301999999,2805120.20846094,4349,182.86759500,1593987.46567793,0
1588302000.0,8725.50000000,8738.00000000,8693.31000000,8700.00000000,491.96446500,1588302899999,4289305.68250565,5782,222.52573400,1940482.84433705,0
1588302900.0,8699.99000000,8712.19000000,8665.51000000,8689.40000000,790.92587800,1588303799999,6868916.72085288,7525,363.19696900,3155515.53281233,0
1588303800.0,8689.50000000,8708.00000000,8665.26000000,8669.11000000,389.69566000,1588304699999,3386079.79167239,4562,196.84818600,1710627.77872243,0
1588304700.0,8669.12000000,8686.00000000,8665.26000000,8675.35000000,366.41030200,1588305599999,3178965.73910364,4752,190.31518600,1651206.34072721,0
1588305600.0,8675.10000000,8723.52000000,8674.01000000,8716.17000000,592.76900700,1588306499999,5157279.50992093,6273,343.59653700,2989726.71405904,0
1588306500.0,8716.17000000,8736.63000000,8709.03000000,8721.29000000,527.33840800,1588307399999,4599161.48371204,6310,274.68964800,2396077.71300231,0
1588307400.0,8721.29000000,8760.00000000,8717.18000000,8752.08000000,648.16106000,1588308299999,5662844.11888677,7001,401.85795400,3510590.11614283,0
1588308300.0,8751.99000000,8799.71000000,8740.00000000,8791.59000000,837.51075200,1588309199999,7345493.05520664,8982,472.39783300,4143737.31084144,0
1588309200.0,8791.59000000,8798.99000000,8761.01000000,8774.29000000,493.70807300,1588310099999,4334229.64482833,6410,205.99363000,1808738.82190395,0
1588310100.0,8773.11000000,8824.00000000,8755.36000000,8813.26000000,957.03439600,1588310999999,8421547.11924617,9080,574.71869400,5057792.19165296,0
1588311000.0,8813.26000000,8835.70000000,8791.08000000,8794.35000000,925.10402600,1588311899999,8157401.29091327,8500,396.57919800,3496912.67815779,0
1588311900.0,8793.55000000,8819.16000000,8786.02000000,8815.42000000,679.33398900,1588312799999,5979215.25195802,7393,327.11342900,2879403.31931746,0
1588312800.0,8815.27000000,8815.27000000,8759.64000000,8779.95000000,641.40577100,1588313699999,5630827.98943883,7342,326.91140900,2870185.04216747,0
1588313700.0,8779.97000000,8789.09000000,8745.93000000,8767.37000000,500.90186500,1588314599999,4389528.39155461,5772,237.03724800,2077882.72359611,0
1588314600.0,8765.85000000,8791.09000000,8765.30000000,8785.54000000,303.04631500,1588315499999,2662031.56450655,4646,149.04135700,1309197.00478456,0
1588315500.0,8786.49000000,8791.34000000,8752.99000000,8756.90000000,561.36278500,1588316399999,4920508.89569040,4991,336.51809000,2949286.31068507,0
1588316400.0,8757.00000000,8780.00000000,8756.25000000,8766.25000000,726.88755000,1588317299999,6375241.93676253,7079,455.06106100,3991011.30487093,0
1588317300.0,8766.24000000,8766.87000000,8703.03000000,8720.09000000,1346.25050800,1588318199999,11756933.02342842,12649,764.36248300,6674312.60456696,0
1588318200.0,8720.09000000,8751.90000000,8710.15000000,8738.90000000,913.82203500,1588319099999,7982149.36927226,8870,505.89237900,4418373.89474475,0
1588319100.0,8739.51000000,8767.55000000,8738.27000000,8767.18000000,502.07977400,1588319999999,4394273.12189728,6390,299.69729700,2623258.51143403,0
1588320000.0,8767.18000000,8794.96000000,8767.15000000,8785.67000000,591.66277700,1588320899999,5194401.46570487,7235,321.85094000,2825534.81030283,0
1588320900.0,8785.68000000,8798.91000000,8745.01000000,8748.38000000,585.38278700,1588321799999,5133070.15788332,6403,290.04033600,2543077.44145065,0
1588321800.0,8746.98000000,8780.00000000,8746.77000000,8777.18000000,324.92106500,1588322699999,2847815.42225887,4856,174.29886400,1527629.01412088,0
1588322700.0,8775.88000000,8795.00000000,8769.97000000,8794.02000000,426.36110700,1588323599999,3745104.73433193,5334,222.84049100,1957420.52227686,0
1588323600.0,8794.37000000,8814.29000000,8792.06000000,8793.65000000,766.04923800,1588324499999,6744511.28875643,8061,471.20640600,4148603.34403570,0
